"id","address_line1","address_line2","city","state_code","district_code","website","area","constructed_area","year_of_establishment","year_of_recognition","nodalofficer_id","location","awards_degree_through_university","university_id","girl_exclusive","staff_quarter_available","staff_quarter_id","student_hostel_available","no_of_student_hostel","management_id","name","survey_year","financial_income_id","financial_expenditure_id","infrastructure_id","remarks","latitude","longitude","scholarship_id","loan_id","is_accredited","is_foreign_students_enrolled","offers_scholarship","offers_loan","offers_distance_programme","pin_code","has_fellowships","fellowships_id","ministry_id","has_other_minority_data"
"2343","AT-MIRIGINI","PO-RAJNILGIRI","NILGIRI","21","377","www.mite.org.in","5.01999999999999957","9836","2011","2011","183941","R","false","","false","false","","true","2","6","MAHALAXMI INSTITUTE OF TECHNOLOGY & ENGINEERING","2015","179494","179481","179477","We have entered the data as per the students admitted through DET into MITE Nilgiri, Balasore.","21.1200219999999987","86.5002700000000004","","","false","false","false","false","false","756040","false","","","false"
"2748","AIVADHUGUDI,","ERANJI POST","VRIDHACHALAM","33","617","www.ayyappapoly.com","5.16999999999999993","10842","2008","2008","183949","R","false","","false","false","","true","2","6","AYYAPPA POLYTECHNIC COLLEGE AIVADHUGUDI","2015","179502","179489","179485","","11.5951470000000008","79.1612460000000056","98229","","false","false","true","false","false","606305","false","","","false"
"3005","AIVADHUGUDI","ERANJI POST","VRIDHACHALAM","33","617","www.sriayyappapoly.com","5.37999999999999989","8158","1997","1997","183951","R","false","","false","false","","true","2","6","SRI AYYAPPA POLYTECHNIC COLLEGE AIVADHUGUDI","2015","179504","179491","179487","","11.5951470000000008","79.1612460000000056","98230","","false","false","true","false","false","606305","false","","","false"
"2300","Poda Astia","Udala Road","BARIPADA","21","376","www.divinebaripada.org","5.13999999999999968","7035","2009","2009","183966","R","false","","false","false","","true","3","6","DIVINE INSTITUTE OF ENGG. TECH. PODA ASTIA BARIPADA","2015","179519","179506","179502","","21.9211199999999984","86.7157499999999999","98236","14004","false","false","true","true","false","757049","true","5082","","false"
"3420","2 km MILE STONE ROORKEE LAKSAR ROAD VILL NAGLA IMARTI PO-MILAP NAGER ROORKEE","07 NEHRU NAGER ROORKEE","ROORKEE","05","068","www.bsmcop.com","5.5","11782","2010","2010","183985","R","false","","false","false","","false","0","6","BALWANT SINGH MUKHIYA(BSM) COLLEGE OF POLYTECHNIC, ROORKEE","2015","179538","179525","179521","","","","","","false","false","false","false","false","247667","false","","","false"
"8241","TRIVANDRAM ROAD","PALAYAMKOTTAI","TIRUNELVELI","33","628","nil","3.7799999999999998","8530.29999999999927","1858","1996","184006","U","false","","true","true","48531","true","1","5","SARAH TUCKER TEACHER TRAINING INSTITUTE PALAYAMKOTTAI","2015","179559","179546","179542","","","","98252","","false","false","true","false","false","627002","false","","","true"
"13891","35,varadhanar st,chengalpattu","35,varadhanar st,chengalpattu","chengalpattu","33","604","www.lakshmiammalcollege.com","5.59999999999999964","2040","2010","2010","184008","U","false","","false","false","","false","0","6","LAKSHMI AMMAL TEACHER TRAINING INSTITUTE, , KANCHIPURAM","2015","179561","179548","179544","","12.6844549999999998","79.9835910000000041","98254","","false","false","true","false","false","603001","false","","","false"
"12177","Govt polytehnic gauchar","","Gauchar","05","057","www.gpgauchar.org.in","5.59999999999999964","12880","1979","1979","184027","R","false","","false","true","48534","true","1","2","GOVERNMENT POLYTECHNIC, GAUCHAR","2015","179580","179567","179563","","30.2358866999999982","79.1322744","98263","","false","false","true","false","false","246429","false","","","false"
"5433","Village- Ballipur","Post- Nawabganj","Tehsil Tarabganj","09","183","www.krscp.org","7.37999999999999989","2424","2010","2010","184032","R","false","","false","false","","true","1","6","KRS INSTITUTE OF PARAMEDICAL SCIENCES AND NURSING GONDA","2015","179585","179572","179568","","","","","","false","false","false","false","false","271303","false","","","false"
"5461","Village- Sahibapur","Tehsil- Tarabganj","Wazirganj","09","183","www.krscp.org","4.94000000000000039","2436.36000000000013","","2008","184033","R","false","","false","false","","true","1","6","RAVINDRA SINGH SMARAK PARAMEDICAL SCIENCE AND NSG INST. GONDA","2015","179586","179573","179569","","","","","","false","false","false","false","false","271310","false","","","false"
"7812","69 ARNI ROAD","CHEYYAR","CHEYYAR TK","33","606","","2.20000000000000018","7000","2008","2008","184051","R","false","","false","false","","false","0","6","CHEYYAR TEACHER TRAINING INSTITUTE CHEYYAR THIRUVANNAMALAI","2015","179604","179591","179587","","12.6758459999999999","79.5261880000000048","98274","","false","false","true","false","false","604407","false","","","false"
"14922","GOVERNMENT POLYTECHNIC CHOPTA","VILLAGE-KOLLU BHANNU POST-JAKHNI","CHOPTA","05","058","","0.219","188.569999999999993","2014","","184082","R","false","","false","false","","false","0","2","Government Polytechnic, Chopta","2015","179635","179622","179618","","","","","","false","false","false","false","false","246442","false","","","false"
"10202","PAWDEWADI ROAD","WADI(B.K) NANDED","NANDED","27","511","","9.75","1500","2007","2007","184097","R","false","","false","false","","false","0","6","VIDHYA VARDHANI SHIKSHAN SANSTHA SANCHALIT SARASWATI ADHYAPAK VIDYALAYA PAWDEWADI NANDED","2015","179650","179637","179633","","","","98299","","false","false","true","false","false","431605","false","","","false"
"12785","Main Road, OPP INS Kattabomman","SOUTH VIJAYANARAYANAM","","33","628","www.rect.org.in","6.44000000000000039","6980","2010","2010","184105","R","false","","false","false","","true","2","6","RECT POLYTECHNIC COLLEGE SOUTH VIJAYANARAYANAM, TIRUNELVELI","2015","179658","179645","179641","","8.40285691999999962","77.7623130799999984","98302","14011","false","false","true","true","false","627118","false","","","true"
"2269","Khelhoshe Polytechnic Atoizu","Zunheboto, Nagaland","","13","263","","","","1972","","184118","R","false","","false","true","48558","true","5","2","KHELHOSHE POLYTECHNIC ATOIZU","2015","179671","179658","179654","","26.0167099999999998","94.5167100000000033","","","false","false","false","false","false","798620","false","","","false"
"14507","Vill- Quansi","Jogio","Chakrata","05","060","ukdte.org","4.94210800000000017","","2013","2013","184130","R","false","","true","false","","false","0","2","GOVERNMENT POLYTECHNIC, QUANSI","2015","179683","179670","179666","","30.7213256000000001","77.8791403999999972","","","false","false","false","false","false","248124","false","","","false"
"15030","Janpath Marg,","Kumhari, Durg","Durg","22","409","","1","8573.03000000000065","2012","2012","184141","U","false","","true","true","48567","true","1","6","VIDYA NURSING INSTITUTE KUMHARI","2015","179694","179681","179677","","23.2012199999999993","88.0122400000000056","98316","","false","false","true","false","false","490042","false","","","false"
"2975","VEERAPANJAN","KARUPPAYURANI (PO)","MADURAI","33","623","","10.3599999999999994","5734","1984","1984","184145","R","false","","false","false","","true","1","6","SEETHAIAMMAL POLYTECHNIC COLLEGE -","2015","179698","179685","179681","","9.00000999999999962","78.0000100000000032","98319","14015","false","false","true","true","false","625020","false","","","false"
"2774","ECR MAIN ROAD,KAZHIAPPANALLUR","THARANGAMBADI T.K","NAGAPATTINAM D.T","33","618","www.donboscopoly.org","19.6000000000000014","6886.31999999999971","2008","2008","184159","R","false","","false","false","","false","0","6","DON BOSCO POLYTECHNIC COLLEGE KAZHIAPPANALLUR","2015","179712","179699","179695","","11.0330700000000004","79.4856149999999957","98331","","false","false","true","false","false","609307","false","","","true"
"12732","East coast road","Vilathikulam Taluk","Vemabr","33","627","www.tepc.edu.in","11.3000000000000007","12110.9500000000007","2011","2011","184162","R","false","","false","false","","true","2","6","THEVANESAM ERUDHAYA AMMAL POLYTECHNIC COLLEGE, VEMBAR","2015","179715","179702","179698","","","","98332","","false","false","true","false","false","628906","false","","","false"
"3011","RSM NAGAR, KAVARAIPETTAI - 601206","GUMMIDIPOONDI TK","CHENNAI","33","602","www.sdpc.ac.in","6.08999999999999986","9685","1998","1998","184165","R","false","","false","true","48573","true","2","6","SRI DURGA DEVI POLYTECHNIC COLLEGE KHIZL MUDALAM BEDU","2015","179718","179705","179701","","13.3549100000000003","80.1400600000000054","98335","14020","false","false","true","true","false","601206","false","","","false"
"1383","Dr.AIT Campus, Mallathahalli,","Bangalore - 56","Bangalore","29","572","pvppolytechnic.com","10","18728","1987","1994","184166","U","false","","false","false","","true","5","5","P. V. P. POLYTECHNIC JNANABHARATHI BANGALORE","2015","179719","179706","179702","","","","98336","14021","false","false","true","true","false","560056","false","","","false"
"4104","#12/1, Chikka Bellandur , carmelaram Post, Varthur hobli","","Bangalore","29","572","www.krupanidhi.edu.in","11","1480","1992","1992","184168","U","false","","false","false","","true","2","6","KRUPANIDHI EDUCATION TRUST SCHOOL OF NURSING BANGALORE URBAN","2015","179721","179708","179704","","","","98338","","false","true","true","false","false","560035","false","","","false"
"2714","KADAMBADI","NAGAPATTINAM","NAGAPATTINAM","33","618","www.adjedtech.com","15","6.07899999999999974","1979","1983","184172","U","false","","false","false","","true","1","5","A. D. J. DHARMAMBAL POLYTECHNIC COLLEGE NAGAPATTINAM","2015","179725","179712","179708","","","","98340","","false","false","true","false","false","611001","false","","","true"
"2919","23, Railway Colony II Street,","Nelson Manickam Road,","Chennai - 600 029.","33","603","www.pptc.ac.in","3.29999999999999982","12659","1986","1986","184178","U","false","","false","false","","false","0","6","PANIMALAR POLYTECHNIC COLLEGE -","2015","179731","179718","179714","0","13.0679110000000005","80.2241070000000036","98345","","false","false","true","false","false","600029","false","","","false"
"14569","SHANTHI NAGAR","MANCHERIAL ROAD","NIRMAL","36","532","dte.telangana.gov.in","4.09999999999999964","2800","2008","2008","184181","U","false","","false","false","","false","0","2","GOVERNMENT POLYTECHNIC NIRMAL, ADILABAD","2015","179734","179721","179717","","19.6000009999999989","78.2500009999999975","98347","","false","false","true","false","false","504106","false","","","false"
"5246","NH-7NORTH MAIN ROAD","VALLIOOR","TIRUNELVELI","33","628","","3.7200000000000002","380.199999999999989","2007","2007","184184","U","false","","true","false","","true","1","6","EXCEL SCHOOL OF NURSING TIRUNELVELI","2015","179737","179724","179720","","","","98350","","false","false","true","false","false","627117","false","","","false"
"4791","Behind Hotel Chaitanya Classic, Bholegoan Phata,Nagapur414111","Behind Hotel Chaitanya Classic, Bholegoan Phata,Nagapur414111","Nagar","27","522","wwww.pmion.org.in","3.5","1540","1999","1999","184188","U","false","","false","false","","true","1","6","PARVATIBAI MHASKE INSTITUTE OF NURSING AHMEDNAGAR","2015","179741","179728","179724","","19.0824600000000011","74.4240099999999956","98352","","false","false","true","false","false","414111","false","","","true"
"2827","MARGOSCHIS NAGAR","NAZARETH 628 617","NAZARETH","33","627","jacsipoly.com","14.1600000000000001","15974","1996","1996","184190","R","false","","false","false","","true","2","6","JAYARAJ ANNAPACKIAM CSI POLYTECHNIC COLLEGE NAZARETH","2015","179743","179730","179726","","8.32000099999999954","77.5800009999999958","98353","14022","false","false","true","true","false","628617","false","","","true"
"2134","A/P - Shivajinagar, Ghogaon","Tal - Karad, Dist - Satara","Karad","27","527","www.sietghogaon.org","5","9226","2009","2009","184191","R","false","","false","false","","false","0","6","SHREE SANTKRUPA SHIKSHAN SANSTHA SHREE SANTKRUPA INSTITUTE OF ENGINEERING & TECHNOLOGY KARAD","2015","179744","179731","179727","Sch date is F.Y. 2014-15.","17.8100009999999997","74.2400070000000056","98354","","false","false","true","false","false","451111","false","","","false"
"14901","RISHIKESH BADRINATH ROAD","BACHELIKHAL","BACHELIKHAL","05","059","www.gpbachelikhal.org.in","4.95999999999999996","2516","2014","","184192","R","false","","false","false","","false","0","2","Government Polytechnic, Bachelikhal","2015","179745","179732","179728","","30.3738600000000005","78.4324799999999982","98355","","false","false","true","false","false","249192","false","","","false"
"6704","Bangalore high way halakundi","Bangalore high way halakundi","Bellary","29","565","www.ssbe-society-inchal.co.in","5.37999999999999989","24063","2004","2010","184200","R","false","","false","true","48583","true","2","6","SHRI VEERABHADRESHWARA RURAL TEACHERS TRAININ (D.ED) INSTITUTE BELLARY","2015","179753","179740","179736","","15.1003849999999993","76.8969259999999935","98358","","false","false","true","false","false","583102","false","","","false"
"6591","Kinnikambla Post","574151","Mangalore","29","575","www.rosemysticatti.com","1.52000000000000002","1230","1945","1946","184210","R","false","","true","false","","true","1","5","ROSA MISTICA TEACHER TRAINING INSTITUTE DAKSHINA KANNADA","2015","179763","179750","179746","","12.9410779999999992","74.9281699999999944","98366","","false","false","true","false","false","574151","false","","","true"
"13940","OLD JEWARGI ROAD","NANDIKOOR","GULBARGA","29","579","WWW.PRAVEENEDUCATIONSOCIETY.IN","5.15000000000000036","2350","2010","2010","184211","U","false","","false","false","","false","0","6","BALAJI POLYTECHNIC, GULBARGA","2015","179764","179751","179747","","","","98367","","false","false","true","false","false","585103","false","","","false"
"7975","No.78, CC ROAD, VALLAM, KANNAMANGALAM VIA","VELLORE TALUK","VELLORE","33","605","www.kksmanipc.com","3","1621.1099999999999","2005","2005","184212","R","false","","false","false","","false","0","6","K.K.S . MANI TEACHER TRAINING INSTITUTE KANNAMANGALAM VELLORE","2015","179765","179752","179748","","12.7803409000000006","79.1396766999999954","98368","","false","false","true","false","false","632311","false","","","false"
"2715","A.K.T. NAGAR,","NEELAMANGALAM VILLAGE,","KALLAKURICHI","33","607","www.aktpolytechnic.com","9.40000000000000036","","2008","2008","184216","R","false","","false","false","","true","2","5","A.K.T. MEMORIAL POLYTECHNIC COLLEGE KALLKURICHI","2015","179769","179756","179752","","7.53653999999999957","69.4785200000000032","98371","","false","false","true","false","false","606202","false","","","true"
"5245","KATRAMPATTI VILLAKU, T.PUDHUPATTI-PO, THIRUMANGALAM-TK,MADURAI-DT","KATRAMPATTI VILLAKU, T.PUDHUPATTI-PO, THIRUMANGALAM-TK,MADURAI-DT","MADURAI","33","623","","10.8599999999999994","754.371999999999957","2009","2010","184217","R","false","","true","false","","true","1","5","SCHOOL OF NURSING, EX-MINISTER K. RAJARAM NAIDU PARA MEDICAL INSTITUTITONS, MADURAI","2015","179770","179757","179753","","9.80001000000000033","77.9900010000000066","","14025","false","false","false","true","false","625706","false","","","false"
"6705","GURUBASAV D ED COLLEGE","MAHANT GANGOTRI","ILKAL","29","556","www.gbdedilkal.org","7.36000000000000032","2014.68000000000006","2004","2004","184227","U","false","","false","false","","true","2","6","SHRI VIJAYA MAHANTESH VIDYAVARDHAK SANGHA BAGALKOT","2015","179780","179767","179763","","","","98377","","false","false","true","false","false","587125","false","","","false"
